COLEGIO;COLEGIO_TIPO
GEORGE WASHINGTON;Privada
GEORGE WASHINGTON;Publica
GEORGE WASHINGTON CARVER;Privada
GERALDO;Publica
GERARDO GUERRERO GUEVARA;Publica
GERARDO SALOMON MEJIA SACO;Publica
GERMAN CARO RIOS;Publica
GERMAN MENACHO ALPISTE;Privada
GERMAN POMALAZA RIXE;Publica
GERVASIO SANTILLANA;Publica
GETHSEMANI;Privada
GETSEMANI;Privada
GEUNI;Privada
GILMER LEIVA CACERES;Publica
GIMNASIO PERUANO;Privada
GIORDANO BRUNO;Privada
GIRALDO CONTRERAS TRUJILLO;Publica
GLICERIO D. VILLANUEVA M;Publica
GLICERIO VILLANUEVA MEDINA;Publica
GLORIABAMBA DE BOLIVAR;Publica
GLORIOSO AMAUTA;Publica
GLORIOSO COLEGIO NACIONAL DE CIENCIAS;Publica
GLORIOSO JUAN PABLO VISCARDO Y GUZMAN;Publica
GLORIOSO MARISCAL CACERES;Privada
GLORIOSO SAN CARLOS;Publica
GLORIOSO SAN VICENTE;Privada
GLORIOSOS HUSARES DE JUNIN;Publica
GODOFREDO GARCIA BACA;Publica
GOMEZ ARIAS DAVILA;Publica
GONZALES PRADA;Publica
GONZALEZ VIGIL;Publica
GONZALO PACIFICO CABRERA BARDALES;Publica
GOOD PEOPLE;Privada
GORDILLOS;Publica
GORGONIO HUAMAN OSORIO;Publica
GOTTFRIED WILHELM LEIBNIZ;Privada
GOZO ETERNO INCAWASI;Privada
GRABIEL GARCIA MARQUEZ;Publica
GRACIAS JESUS;Privada
GRACIAS JESUS II;Privada
GRAL FELIPE SANTIAGO SALAVERRY;Publica
GRAL FELIPE SANTIAGO SALAVERRY (LA VICTORIA);Publica
GRAL. JUAN VELASCO ALVARADO;Publica
GRAN ALMIRANTE MIGUEL GRAU;Privada
GRAN AMAUTA;Publica
GRAN AMAUTA DE MOTUPE;Privada
GRAN GUZMANGO CAPAC;Publica
GRAN HUASCARAN;Privada
GRAN LIBERTADOR SIMON BOLIVAR;Privada
GRAN LIBERTADOR SIMON BOLIVAR;Publica
GRAN MAESTRO JUAN ENRIQUE PESTALOZZI;Privada
GRAN MAESTRO RAUL PORRAS;Privada
GRAN MARISCAL ANDRES A.CACERES D.;Publica
GRAN MARISCAL ANDRES AVELINO CACERES;Publica
GRAN MARISCAL ANDRES AVELINO CACERES DORREGARAY;Publica
GRAN MARISCAL LUIS JOSE DE ORBEGOSO;Privada
GRAN MARISCAL RAMON CASTILLA;Publica
GRAN MARISCAL RAMON CASTILLA;Privada
GRAN MARISCAL TORIBIO DE LUZURIAGA;Publica
GRAN MARISCAL TORIBIO LUZURIAGA;Publica
GRAN PACHACUTEC;Publica
GRAN PACIFICADOR LINUS PAULING;Privada
GRAN PADRE AMADO;Privada
GRAN PASCAL;Privada
GRAN UNIDAD ESCOLAR LEONCIO PRADO;Publica
GRAN UNIDAD ESCOLAR SAN CARLOS;Publica
GRAU;Publica
GREEN GABLES;Privada
GREGOR MENDEL;Privada
GREGORIA PORRAS DE GARCIA;Privada
GREGORIO CARTAGENA;Publica
GREGORIO MARTINELLY;Publica
GREGORIO ODAR MORE;Publica
GREGORY MENDEL;Privada
GREHUAMA;Publica
GRIMANIEL FERNANDEZ CENTURION;Publica
GROVER LUCIO VASQUEZ SALAZAR;Publica
GRUMETE MEDINA;Privada
GRUPO CIENTIFICO;Privada
GRUPO EDUCATIVO BRITANICO;Privada
GRUPO MEGA;Privada
GUADALUPE;Privada
GUADALUPE COLLEGE;Privada
GUADALUPE DEL SABER SCHOOL;Privada
GUADALUPE NUEVA GENERACION;Privada
GUAMAN POMA DE AYALA;Publica
GUARDA MARINA;Publica
GUIA DIVINA;Privada
GUIAME SAN MARTIN DE PORRAS;Privada
GUILLERMO AUZA ARCE;Publica
GUILLERMO BILLINGHURST;Publica
GUILLERMO DE NORWICH;Privada
GUILLERMO E BILLINGHURST;Publica
GUILLERMO LULIQUIS GONZALES;Privada
GUILLERMO MARCONI;Privada
GUILLERMO PINTO ISMODES;Publica
GUILLERMO SANCHEZ CHAVEZ;Privada
GUILLERMO SHAKESPEARE;Privada
GUILLERMO VILADEGUT FERRUFINO;Publica
GUILLERMO VILLADEGUT FERRUFINO;Publica
GUSTAVO ADOLFO BECQUER;Privada
GUSTAVO ADOLFO BECQUER I;Privada
GUSTAVO ALLENDE LLAVERIA;Publica
GUSTAVO ESCUDERO OTERO;Publica
GUSTAVO MOHME LLONA;Publica
GUSTAVO RIES;Publica
GUSTAVO ROSEL;Privada
GUZMAN SERAFICO SOTO;Publica
HAMPATURA;Publica
HANAC AYLLU;Publica
HANS CHRISTIAN;Privada
HANS CHRISTIAN ANDERSEN;Privada
HANS CHRISTIAN ANDERSON;Privada
HANS CHRISTIAN OERSTED;Privada
HANS HEINRICH BRUNING;Privada
HANS KELSEN;Privada
HANS VICTOR LANGEMAK MICHELSEN;Publica
HAPPY CHILDREN;Privada
HAPPY CHILDREN SCHOOL;Privada
HAPPY SCHOOL;Privada
HARPER BELL;Privada
HARRY SULLIVAN;Privada
HARVARD;Privada
HARVARD COLLEGE;Privada
HARVARD SCHOOL S.M.P.;Privada
HATUN XAUXA;Publica
HAYA DE LA TORRE;Publica
HBS COLLEGE;Privada
HEBRON;Privada
HECTOR DE CARDENAS;Privada
HECTOR TEJADA;Publica
HEFZIBA;Privada
HEINRICH PESTALOZZI COLLEGE;Privada
HEINSBERG;Privada
HELAMAN;Privada
HENDRIK ANTOON LORENTZ;Privada
HENRI LA FONTAINE;Privada
HENRI MENARD I;Privada
HENRI WALLON;Privada
HENRI WALLON EX-WALLON Y ZAZZO;Privada
HENRY FORD;Privada
HENRY WALLON;Privada
HENRY WALLON EX JOSE SANTOS CHOCANO;Privada
HERALDOS CHANKAS;Publica
HERALDOS DEL SABER;Privada
HERMANAS BARCIA BONIFFATTI;Privada
HERMANN BONDI;Privada
HERMANO NOE ZEVALLOS ORTEGA;Privada
HERMANO SAN FRANCISCO;Privada
HERMANOS AYAR;Publica
HERMANOS BLANCO;Publica
HERMANOS MELENDEZ;Publica
HERMES DE SOPHIA;Privada
HERMILIO VALDIZAN;Publica
HERMILIO VALDIZAN MEDRANO;Publica
HERMINIO CORDOVA IBARRA;Publica
HERMOGENES GONZALES GONZALES;Publica
HEROES DE AYACUCHO;Publica
HEROES DE CENEPA;Publica
HEROES DE CHUPACA;Publica
HEROES DE ILLAMPU;Publica
HEROES DE JACTAY;Publica
HEROES DE LA BREÑA;Publica
HEROES DE LA BREÑA;Privada
HEROES DE LA PAZ;Publica
HEROES DE SANGRAR;Publica
HEROES DEL CENEPA;Publica
HEROES DEL CENEPA;Privada
HEROES DEL PACIFICO;Privada
HEROINAS TOLEDO;Publica
HIDEYO NOGUCHI;Privada
HIGH SCHOOL - BABY KINDER;Privada
HIGH SCHOOL OF DREAMS;Privada
HIJOS DE MAPACHO;Publica
HIJOS DE MARIA AUXILIADORA;Privada
HIJOS DEL REY;Privada
HIJOS E HIJAS DE NUESTRA SEÑORA DE GUADALUPE;Privada
HILARIO CHUIN BASHUKAT;Publica
HILARIO MENDOZA G.;Publica
HILARIO QUISPE URBANO;Publica
HILDEBRANDO FUENTES;Publica
HIMALAYA;Privada
HIPOLITO MONTENEGRO ROMERO;Privada
HIPOLITO SANCHEZ TRUJILLO;Publica
HIPOLITO UNANUE;Privada
HIPOLITO UNANUE;Publica
HIPOLITO UNANUE (VILLA EL SALVADOR);Privada
HIRAM BINGHAM;Privada
HISPANO AMERICANO TRINI;Privada
HISTORICO RICARDO PALMA;Privada
HNO MIGUEL CARDUCCI RIPIANI;Publica
HNO VICTORINO ELORZ GOICOECHEA;Publica
HNO. VICTORINO ELORZ GOICOECHEA;Publica
HOGAR DE JESUS;Privada
HOGAR DEL NIÑO JESUS;Privada
HOGAR INFANTIL;Privada
HOGAR SAN ANTONIO;Privada
HONORATO DE BALZAC;Publica
HONORES;Privada
HONORES DE BERTELLO;Privada
HONORES DE BREÑA;Privada
HONORES DE LAS FLORES;Privada
HONORES DE LOS OLIVOS;Privada
HONORES DEL RETABLO;Privada
HONORES HELICE;Privada
HONORES HELICE (PUENTE PIEDRA);Privada
HONORES OQUENDO;Privada
HONORIA;Publica
HONORIO DELGADO ESPINOZA;Publica
HONORIO MANRIQUE NICHO;Publica
HORACIO GONZALES ESCUDERO;Publica
HORACIO PATIÑO CRUZATTI;Privada
HORACIO ZEBALLOS GAMES;Publica
HORACIO ZEBALLOS GAMEZ;Publica
HORACIO ZEVALLOS GAMES;Publica
HORACIO ZEVALLOS GAMEZ;Publica
HORACIO ZEVALLOS GAMEZ;Privada
HORIZONTE;Privada
HORIZONTE DEL SABER;Publica
HORTENCIA PARDO MANCEBO;Publica
HOSANNA;Privada
HOSANNA DE K.P.M.P.;Privada
HOUSTON;Privada
HOWARD GARDNER;Privada
HOWARD GARDNER DE LIMA NORTE;Privada
HUACA BLANCA;Publica
HUACACHI;Publica
HUACANI;Publica
HUACARCOCHA;Publica
HUACASUMA;Publica
HUACHO - ALLCOYACU;Publica
HUACRARUCO;Privada
HUACULLANI;Publica
HUACULLO;Publica
HUALAMBI;Publica
HUALTACO II;Publica
HUAMAN POMA DE AYALA;Publica
HUAMPARA;Publica
HUANCA HUANCA;Publica
HUANCAMAYO;Publica
HUANCAYO;Publica
HUANOQUITE;Publica
HUANTA;Publica
HUANZAPAMPA;Publica
HUAÑUNA;Publica
HUARACCOPATA;Publica
HUARAHUARA;Publica
HUARAYA;Publica
HUARIPAMPA;Publica
HUASCAR;Publica
HUASIPE;Publica
HUATASANI;Publica
HUAU-B;Publica
HUAYANMARCA;Publica
HUAYCAHUACHO;Publica
HUAYNA CAPAC;Publica
HUAYNA CCAPAC;Publica
HUELLITAS DE JESUS;Privada
HUERTO EDEN;Publica
HUGO VELASQUEZ MACASSI;Privada
HUIJIPATA;Publica
HUMANISMO Y TECNOLOGIA - HUMTEC;Privada
HUMANITAS;Privada
HUMBERTO ALDAZ PEZANTES;Publica
HUMBERTO LUNA;Publica
HUMBERTO SANCHEZ DEL PINO;Publica
HUMBERTO VIDAL UNDA;Privada
HUMBOLDT KOLLEGIUM;Privada
HUSARES DE JUNIN;Privada
HUSARES DE JUNIN;Publica
HUSARES DEL PERU;Publica
I E LEONCIO PRADO GUTIERREZ;Publica
I.E. COLEGIO INTEGRAL;Privada
I.E. Pedro José Villanueva Espinoza;Publica
I.N.A. 18 SAN RAMON;Publica
IBEROAMERICA;Privada
IBEROAMERICANO;Privada
IE MARISCAL RAMON CASTILLA MARQUESADO 14108;Publica
IEGECOM - EL TRIUNFO;Privada
IEGECOM - LA TOTORA;Publica
IEGECOM ALTAMIZA;Privada
IEGECOM CAMPO ALEGRE;Publica
IEGECOM GORDILLOS;Publica
IEGECOM HUNGURAHUI PAMPA;Publica
IEGECOM JOSE CARLOS MARIATEGUI;Publica
IEGECOM MAMAGPAMPA;Publica
IEGECOM MIRAFLORES;Publica
IEGECOM MONTEGRANDE LA CAPILLA;Privada
IEGECOM NIÑO DIOS DE PUMARUME;Privada
IEGECOM OSCAR IMANIA SANCHEZ;Publica
IEGECOM SAGRADO CORAZON DE JESUS;Publica
IEGECOM SAN LORENZO;Privada
IEGECOM SEÑOR CAUTIVO;Privada
IEGECOM VALLE GRANDE;Publica
IEGEMUN EL NARANJO;Publica
IEP CARMELITAS AMERCIAN HIGH SCHOOL;Privada
IEP CARMELITAS AMERCIAN HIGH SCHOOL (SAN JUAN DE MIRAFLORES);Privada
IEP SHONA GARCIA VALLE;Privada
IGECOM CRUZ CONGA;Publica
IGNACIA DEL CARMEN POZO ARIAS;Publica
IGNACIA VELASQUEZ;Publica
IGNACIO BEDIA GUILLEN;Publica
IGNACIO ESCUDERO;Publica
IGNACIO GUEVARA CALDERON;Publica
IGNACIO MERINO;Publica
IGNACIO MERINO;Privada
IGNACIO SANCHEZ;Publica
ILLARIY;Privada
ILLARY LA CATOLICA;Privada
ILLATHUPA;Publica
ILUSTRE JORGE BASADRE;Privada
ILUSTRE RICARDO PALMA;Privada
IMACULADA CONCEPCION;Publica
IMAGINA SCHOOL;Privada
IMAGINE SCHOOL MY LORD OF JUSTICE;Privada
IMPERIAL C.N.I.;Publica
IMPERIO;Privada
INA 21 JOSE DOMINGO CHOQUEHUANCA;Publica
INA 54;Publica
INA 67;Publica
INA 96;Publica
INAI CABANILLA;Publica
INCA ATAHUALPA;Privada
INCA ATAHUALPA-B;Publica
INCA GARCILASO;Publica
INCA GARCILASO DE LA VEGA;Publica
INCA GARCILASO DE LA VEGA;Privada
INCA GARCILAZO DE LA VEGA;Publica
INCA GARCILAZO DE LA VEGA;Privada
INCA HUIRACOCHA;Publica
INCA MANCO CAPAC;Publica
INCA PACHACUTEC;Publica
INCA RIPAQ;Publica
INCAÑAN UCHCUS;Publica
INCHUPALLA;Publica
INDALECIO TRILLO;Publica
INDEPENDENCIA;Publica
INDEPENDENCIA;Privada
INDEPENDENCIA AMERICANA;Publica
INDEPENDENCIA AMERICANA;Privada
INDEPENDENCIA DEL PERU;Publica
INDEPENDENCIA NACIONAL;Publica
INDIVISA MANENT DE LA SALLE;Privada
INDO AMERICANO;Privada
INDOAMERICA;Privada
INDOAMERICA;Publica
INDOAMERICANO;Publica
INDOAMERICANO;Privada
INDUSTRIAL;Publica
INDUSTRIAL 029;Publica
INDUSTRIAL 12 CRISTO REY;Publica
INDUSTRIAL 32;Publica
INDUSTRIAL DE QUILCAPUNCO;Publica
INDUSTRIAL DEL SUR PERUANO JAPONES;Privada
INDUSTRIAL HERMILIO VALDIZAN;Publica
INDUSTRIAL INSTITUTE OF PERU;Privada
INDUSTRIAL PILOTO MIGUEL GRAU;Publica
INDUSTRIAL SANTA LUCIA;Publica
INDUSTRIAL TILALI;Privada
INDUSTRIAL TUPAC AMARU II;Publica
INEI 23;Publica
INFANTA MARIA;Privada
INFO ELITE XXI;Privada
ING. CARLOS LISSON BEINGOLEA;Privada
ING. JORGE CABRERA TAPIA;Privada
INGAHUASI;Publica
INGATAMBO;Publica
INGENIERIA;Privada
INGENIERIA BELLAVISTA;Privada
INGENIERIA DE BREÑA;Privada
INGENIERIA DE CANTO REY;Privada
INGENIERIA DE CARABAYLLO;Privada
INGENIERIA DE CARMELITAS;Privada
INGENIERIA DE CONDEVILLA;Privada
INGENIERIA DE JOSE GALVEZ;Privada
INGENIERIA DE LA ENSEÑANZA;Privada
INGENIERIA DE LAS LOMAS;Privada
INGENIERIA DE LOS OLIVOS;Privada
INGENIERIA DE OQUENDO;Privada
INGENIERIA DE SAN JUAN DE LURIGANCHO;Privada
INGENIERIA DE SAN MIGUEL;Privada
INGENIERIA DE SANTO DOMINGO;Privada
INGENIERIA DE ZAPALLAL;Privada
INGENIERIA DEL ESTE;Privada
INGENIERIA DEL SUR;Privada
INGENIERIA LA OROYA;Privada
INGENIERIA LEONCIO PRADO;Privada
INGENIERIA OQUENDO;Privada
INGENIERIA SAN FELIPE;Privada
INGENIERIA SAN JUAN;Privada
INGENIERIA SAN MARTIN DE PORRES;Privada
INGENIERO JORGE CABRERA TAPIA;Privada
INGENIEROS;Privada
INGENIEROS & ARQUITECTOS UNI;Privada
INGENIEROS DE CHOSICA;Privada
INGENIEROS UNI;Privada
INGENIEROS UNI - PUENTE PIEDRA;Privada
INGENIEROS UNI DE CHANCAY;Privada
INGENIEROS UNI DE HUARAL;Privada
INGENIO;Publica
INGENIOS SCHOOL;Privada
INGUER;Publica
INIF 40 ISOLINA BACA HAZ;Publica
INIF 48;Publica
INKA GAKUEN;Privada
INKA MANKO KALI;Publica
INKA PACHACUTEC;Publica
INKA TUPAC YUPANQUI;Publica
INKA TUPAQ YUPANQUI;Publica
INKA'S COLLEGE;Privada
INMACULADA;Publica
INMACULADA COLLEGE;Privada
INMACULADA COLLEGE S.A.C.;Privada
INMACULADA CONCEPCION;Publica
INMACULADA CONCEPCION;Privada
INMACULADA CONCEPCION DE LA SANTISIMA VIRGEN DEL ROSARIO;Privada
INMACULADA CONCEPCION DE MARIA;Privada
INMACULADA DE LA MERCED;Publica
INMACULADA DE LAS NIEVES;Privada
INMACULADA VIRGEN DE LA PUERTA;Privada
INMACULADA VIRGEN DE LA PUERTA;Publica
INMACULADA VIRGEN DE LA PUERTA S.A.C;Privada
INMACULADA VIRGEN DE LA PUERTA S.A.C.;Privada
INMACULADO CORAZON;Privada
INMACULADO CORAZON DE JESUS;Privada
INMACULADO CORAZON DE MARIA;Privada
INMACULADO HIGH SCHOOL;Privada
INMACULADOS COLLEGE;Privada
INNOVA;Privada
INNOVA SCHOOL;Privada
INNOVA SCHOOL - SANTA CLARA;Privada
INNOVA SCHOOL - TRUJILLO;Privada
INNOVA SCHOOL F STAHL;Privada
INNOVA SCHOOLS;Privada
INNOVA SCHOOLS - AREQUIPA MIRAFLORES;Privada
INNOVA SCHOOLS - ATE MAYORAZGO;Privada
INNOVA SCHOOLS - ATE SANTA MARIA;Privada
INNOVA SCHOOLS - BERTELLO;Privada
INNOVA SCHOOLS - CALLAO LEMOS;Privada
INNOVA SCHOOLS - CALLAO SAENZ PEÑA;Privada
INNOVA SCHOOLS - CALLAO SANTA ROSA;Privada
INNOVA SCHOOLS - CAMPOY;Privada
INNOVA SCHOOLS - CANTA CALLAO;Privada
INNOVA SCHOOLS - CANTO GRANDE;Privada
INNOVA SCHOOLS - CARABAYLLO;Privada
INNOVA SCHOOLS - CARABAYLLO ENACE;Privada
INNOVA SCHOOLS - CARABAYLLO SAN ANTONIO;Privada
INNOVA SCHOOLS - CERCADO;Privada
INNOVA SCHOOLS - CHACLACAYO;Privada
INNOVA SCHOOLS - CHICLAYITO;Privada
INNOVA SCHOOLS - CHORRILLOS FAISANES;Privada
INNOVA SCHOOLS - CHORRILLOS HORIZONTES;Privada
INNOVA SCHOOLS - CHORRILLOS LA CAMPIÑA;Privada
INNOVA SCHOOLS - CHORRILLOS UNIVERSO 2;Privada
INNOVA SCHOOLS - CHORRILLOS VILLA;Privada
INNOVA SCHOOLS - COMAS;Privada
INNOVA SCHOOLS - COMAS CONDORCANQUI;Privada
INNOVA SCHOOLS - COMAS EL RETABLO;Privada
INNOVA SCHOOLS - CUSCO LARAPA;Privada
INNOVA SCHOOLS - FAISANES;Privada
INNOVA SCHOOLS - HUACHO;Privada
INNOVA SCHOOLS - HUANUCO;Privada
INNOVA SCHOOLS - ICA;Privada
INNOVA SCHOOLS - LOS OLIVOS SANTA ANA;Privada
INNOVA SCHOOLS - LOS OLIVOS VILLA SOL;Privada
INNOVA SCHOOLS - NUEVO CHIMBOTE;Privada
INNOVA SCHOOLS - PUEBLO LIBRE;Privada
INNOVA SCHOOLS - PURUCHUCO;Privada
INNOVA SCHOOLS - RIMAC;Privada
INNOVA SCHOOLS - RIMAC SANTO TORIBIO;Privada
INNOVA SCHOOLS - RIMAC SPORTING CRISTAL;Privada
INNOVA SCHOOLS - SAN JUAN DE MIRAFLORES;Privada
INNOVA SCHOOLS - SAN MARTIN DE PORRES;Privada
INNOVA SCHOOLS - SAN MIGUEL 3 LA PAZ;Privada
INNOVA SCHOOLS - SANTO TORIBIO;Privada
INNOVA SCHOOLS - SJL ARABISCOS;Privada
INNOVA SCHOOLS - SJL CAMPOY;Privada
INNOVA SCHOOLS - SJL EL PARQUE;Privada
INNOVA SCHOOLS - SJL EL SOL;Privada
INNOVA SCHOOLS - SMP PERU;Privada
INNOVA SCHOOLS - TACNA - POCOLLAY;Privada
INNOVA SCHOOLS - TACNA CEDROS;Privada
INNOVA SCHOOLS - TRUJILLO;Privada
INNOVA SCHOOLS - TRUJILLO SAN ISIDRO;Privada
INNOVA SCHOOLS - TRUJILLO SANTA;Privada
INNOVA SCHOOLS - UNIVERSO;Privada
INNOVA SCHOOLS - VES 2 VALLEJOS;Privada
INNOVA SCHOOLS - VES LADERAS DE VILLA;Privada
INNOVA SCHOOLS - VITARTE;Privada
INNOVA SCHOOLS ARABISCOS;Privada
INNOVA SCHOOLS CHORRILLOS 1 VILLA;Privada
INNOVA SCHOOLS HUANCAYO;Privada
INNOVA SCHOOLS LA CAMPIÑA;Privada
INNOVA SCHOOLS MOQUEGUA - FUNDO EL GRAMADAL;Privada
INNOVA SCHOOLS- SAN MIGUEL 2;Privada
INNOVA SCHOOLS SURCO - AMBROSIO;Privada
INNOVACION TECNOLOGICA DEL PERU;Privada
INNOVADOR MAKARENKO DE SANTA MARIA;Privada
INSPIRATION SCHOOL;Privada
INSPIRATION SCHOOLE;Privada
INST.NAC.COMERCIO 25;Publica
INSTITUCION EDUCATIVA;Publica
INSTITUCION EDUCATIVA WILFREDO ZEGARRA SANDOVAL;Publica
INSTITUTO SEVILLA;Publica
INTEGRA COLLEGE;Privada
INTEGRACION DE LOS ANDES;Publica
INTEGRADA THALES;Privada
INTEGRADO DE ANTACALLANCA;Publica
INTEGRADO MARAVILLAS;Publica
INTEGRAL;Privada
INTEGRAL CLASS;Privada
INTEGRANDO;Privada
INTEGRIDAD;Privada
INTELLECTUM SANTA ISABEL;Privada
INTELLECTUS;Privada
INTERAMERICANA;Privada
INTERAMERICANA COVICORTI;Privada
INTERAMERICANA I;Privada
INTERAMERICANO;Privada
INTERANDINO;Publica
INTERCULTURAL BILINGÜE ASHANINKA MATSIGENKA;Publica
INTERNACIONAL ALBERT L. LEHNINGER;Privada
INTERNACIONAL DE LIMA;Privada
INTERNACIONAL DEL PACIFICO;Privada
INTERNACIONAL ELIM;Privada
INTERNACIONAL ELIM HUAYCAN;Privada
INTERNACIONAL EMANUEL;Privada
INTERNACIONAL PERUANO BRITANICO;Privada
INTERNACIONAL PERUANO ESPAÑOL;Privada
INTERNACIONAL PERUANO EUROPEO;Privada
INTERNADO IBERIA;Publica
INTERNATIONAL HIGH SCHOOL - EIGER;Privada
INYARI;Privada
IÑAPARI;Publica
IÑIGO LOPEZ DE RECALDE;Privada
IPACUMA;Privada
ISAAC NEWTON;Privada
ISAAC NEWTON;Publica
ISAAC NEWTON AYSCOUGH;Privada
ISAAC NEWTON DE INDEPENDENCIA;Privada
ISAAC NEWTON DE JESUS MARIA;Privada
ISAAC NEWTON E.I.R.L.;Privada
ISAAC NEWTON SCHOOL;Privada
ISAAC NEWTON SCHOOL CHILCA;Privada
ISAAC NEWTON TUMBES;Privada
ISAAC NEWTON TUMBES S.A.C.;Privada
ISABEL CHIMPU OCLLO;Publica
ISABEL FLORES DE OLIVA;Privada
ISABEL LA CATOLICA;Publica
ISABEL LA CATOLICA;Privada
ISAIAH BOWMAN;Privada
ISAIAS ARDILES;Publica
ISCAYCOCHA;Publica
ISCOZACIN;Publica
ISIVILLA;Publica
ISOLINA CLOTET DE FERNANDINI;Publica
ISRAEL TORO VASQUEZ;Publica
ISRAEL URIARTE;Publica
ITALO PERUA.STA.MARIA MAZZARELLO;Privada
ITALO PERUANO SANTA MARIA MAZZARELLO;Privada
IVAN PAVLOV;Privada
IVONIS MAZZAROLO;Publica
IZAGUIRRE DE ARIEL;Privada
J.J. ROUSSEAU;Privada
JACINTO PALOMINO CORDOVA;Publica
JACK DAJHERT;Privada
JACK GOLDFARB;Privada
JACOBO DICKSON HUNTER;Privada
JACQUES COUSTEAU;Privada
JAEN DE BRACAMOROS;Publica
JAFET KORBAN;Privada
JAIME CERRON PALOMINO;Publica
JAIME WHITE;Privada
JAMES BALDWIN;Privada
JAMES CLERK MAXWELL;Privada
JAMES JOULE;Privada
JAN KOMENSKY;Privada
JANANSAYA;Publica
JANCOS ALTO;Publica
JAPAM;Publica
JAPON;Publica
JAQUES DELORS;Privada
JAUJA;Privada
JAUJA - INNOVA;Privada
JAVIER HERAUD;Publica
JAVIER HERAUD;Privada
JAVIER HERAUD (ATE);Privada
JAVIER HERAUD PEREZ;Publica
JAVIER PEREZ DE CUELLAR;Privada
JAVIER PEREZ DE CUELLAR;Publica
JAVIER PRADO;Publica
JAVIER PRADO;Privada
JAVIER PRADO UGARTECHE;Publica
JAVIER PULGAR VIDAL;Publica
JAVIER PULGAR VIDAL;Privada
JEAN & PIAGET;Privada
JEAN CALVIN LEFRANC;Privada
JEAN CALVIN LEFRANC (CALLO);Privada
JEAN JACQUES ROUSSEAU;Privada
JEAN JAQUES ROUSSEAU;Privada
JEAN LE BOULCH;Privada
JEAN LE BOULCH SCHOOL;Privada
JEAN LEBLANC VENNE;Privada
JEAN PAUL GROUSSAC;Privada
JEAN PAUL SARTRE;Privada
JEAN PIAGET;Privada
JEAN PIAGET DE PACHACAMAC;Privada
JEBEROS;Publica
JEDCER;Privada
JEFFERSON HIGH SCHOOL;Privada
JENARO ERNESTO HERRERA TORRES;Publica
JENS KNUDSEN;Privada
JEQUETEPEQUE;Publica
JEREZ;Publica
JERONIMO MELENDEZ JIMENEZ;Publica
JERONIMO ZAVALA;Publica
JERUSALEN;Privada
JESUALDO;Privada
JESUCRISTO PAN DE VIDA;Privada
JESUCRISTO REY;Privada
JESUS;Privada
JESUS;Publica
JESUS ALBERTO MIRANDA CALLE;Publica
JESUS ALFONSO TELLO MARCHENA;Publica
JESUS AMADO;Privada
JESUS AMIGO;Privada
JESUS BENAVIDES MOSCOSO;Privada
JESUS DE BELEN;Privada
JESUS DE CIENEGUILLA;Privada
JESUS DE LAS AMERICAS;Privada
JESUS DE NAZARENO;Publica
JESUS DE NAZARET;Publica
JESUS DE NAZARET;Privada
JESUS DE NAZARETH;Privada
JESUS DE NAZARETH;Publica
JESUS DE NAZARETH - BELEN;Privada
JESUS DE NAZARETH DE LIMA;Privada
JESUS DIVINO CREADOR;Privada
JESUS DIVINO MAESTRO;Privada
JESUS DIVINO MAESTRO;Publica
JESUS DIVINO MAESTRO REDENTOR;Privada
JESUS DIVINO REDENTOR;Privada
JESUS EDUCADOR;Privada
JESUS EDUCADOR DE LAS TORRES;Privada
JESUS EL BUEN MAESTRO;Publica
JESUS EL BUEN PASTOR;Privada
JESUS EL GRAN MAESTRO;Privada
JESUS EL MAESTRO;Privada
JESUS EL MAESTRO HIGH SCHOOL;Privada
JESUS EL NAZARENO;Privada
JESUS EL SEMBRADOR;Privada
JESUS EN TI CONFIO;Privada
JESUS ES EL CAMINO;Privada
JESUS ES MI LUZ;Privada
JESUS ES MI MAESTRO;Privada
JESUS ES MI REY;Privada
JESUS ES SEÑOR;Privada
JESUS GUIA;Privada
JESUS MAESTRO;Publica
JESUS MAESTRO;Privada
JESUS MARIA - SAN MARTIN DE PORRES;Publica
JESUS ME GUIA;Privada
JESUS MI DIVINO MAESTRO;Privada
JESUS MI REDENTOR;Privada
JESUS MI SALVADOR;Privada
JESUS NAZARENO;Publica
JESUS NAZARENO;Privada
JESUS OBRERO;Publica
JESUS OBRERO DE OLLANTAY;Privada
JESUS REDENTOR;Privada
JESUS REPARADOR;Privada
JESUS SACRAMENTADO;Publica
JESUS SALVADOR;Privada
JESUS SALVADOR (CALLAO);Privada
JESUS SUBLIME MAESTRO;Privada
JESUS Y MARIA;Privada
JHON D'ALAMBERT;Privada
JHON D'ALEMBERT;Privada
JHON F.KENNEDY;Privada
JHON FITZGERALD KENNEDY;Privada
JHON FRANCISCO REGGIS;Privada
JHON NAPIER;Privada
JHON VON NEUMANN;Privada
JHON VON NEWMANN II;Privada
JIBITO SAN ANTONIO DE PADUA;Publica
JIRCAN;Publica
JIREH;Privada
JOANNES PAULUS II;Privada
JOAQUIN BERNAL;Publica
JOAQUIN CAPELLO;Publica
JOAQUIN CAPELO;Publica
JOAQUIN FERRER BENIEL;Publica
JOHANES GUTEMBERG;Privada
JOHANN HEINRICH PESTALOZZI;Privada
JOHANN MENDEL;Privada
JOHANNES GUTEMBERG;Privada
JOHANNES GUTENBERG;Privada
JOHANNES GUTENBERG SCHOOL;Privada
JOHANNES KARL FRIEDRICH GAUSS;Privada
